Y,Treatment,covariance_A,covariance_B,covariance_C
68.72746931069524,1,90.0256767283843,57.39557886887575,91.30767372314823
36.85073520464977,1,99.36043043597884,8.553241442558567,15.606547484163457
22.941166808590015,0,38.36421508945165,24.553440306122987,8.052630796526628
59.062360503657764,1,59.50499107341947,55.412928664507064,92.7284585791455
73.86913071112735,0,95.93309100345803,90.9168467275864,43.61232359527691
51.099651570909955,1,34.626215220107746,89.95509637070218,21.14874228298378
36.040710248045144,0,74.61175171376685,22.44645244827812,23.393018773019193
27.69133638467119,1,40.232353662484044,20.158265533858945,35.29162036191198
34.95841013764056,1,5.796145472203484,50.82350981589092,61.95081284811573
53.47351452869567,0,20.339518776178124,92.72899175197851,51.40031097525413
71.31924361553763,0,68.55801453708614,83.52604612857567,86.70710401490759
53.45894027197879,0,67.65285845059506,63.32568542252653,39.16404283894826
43.04897048977851,1,26.46782067677521,83.34881545002361,6.345490533682529
36.58388965519415,0,13.437513450811567,65.16950874950716,32.42416060073907
39.91708961826798,0,29.64071377916978,40.946612527615414,73.2311523673544
23.992402186553825,1,33.75022944415289,3.6001150400570503,59.63643668642567
41.76063612644277,1,25.94802265133602,54.39642068076493,58.58830529367993
37.17343305467172,0,6.347658005560675,59.70939477332886,56.926888718359855
32.18043666267593,0,41.237129207449684,23.841307346781015,51.3638748086431
46.70565905995038,0,47.195795161366895,44.56356474765092,73.60747306239969
44.02727687634376,1,12.13826434318037,50.02573462412339,99.37751861870147
34.154872560196736,0,11.67078963575685,50.69112933089034,51.88591968556769
74.2401886344449,0,82.44214517044874,96.52905279873892,54.47961981907361
31.50365380388302,1,14.171818589356134,29.59005358775524,74.58043395987039
77.92721097923175,0,81.49265539405947,86.05779803102449,95.28147574302056
44.34196501445919,0,7.248839050908462,67.30712218977122,76.22232211639083
44.93471223706973,0,42.45613819655978,68.23297199106106,24.52340990838686
33.275648446204535,1,35.43191047814447,25.135448644946635,60.459479223912695
29.796237191700357,0,60.51826415936916,18.35103535788355,21.501719003680954
35.650225687496125,1,67.48729653577432,9.915573769328635,54.68903609516187
26.776939978688223,1,27.268468381716005,37.86364062258167,14.754716075703744
34.035682604918044,0,0.5848424863648782,77.83192933455355,13.637290625935783
69.53884090985497,0,48.28800398053195,92.24459287797579,90.77301282252537
33.25064895204297,0,33.63595653853859,40.584271661166184,34.6307666300746
51.73522963397397,0,97.74971227738135,18.956108143827578,74.13936346614268
30.563949846585448,1,66.63591433816937,9.9463120099905,30.473253705692184
44.40491925292673,1,57.625850802664615,39.08870690744273,54.908406245751294
48.225591302175715,1,36.78262652754842,41.996476693850184,99.46106333185558
35.52664825843216,0,84.17116483465738,15.679704337085997,20.017085366002753
51.66247186494545,1,81.64659419240685,53.622644222141815,26.097179591833363
36.59032359949356,1,72.49737465209161,30.280722024849872,11.144111969630632
39.64960601879704,0,22.772442597002595,55.63565303356237,52.818060131356546
32.84973542990995,1,4.043082654257546,42.91361681358949,69.85681954098445
57.12737566028869,0,68.7238852815885,69.4523912401701,43.646267898720495
48.11866900996474,0,92.79478154254954,12.443738527631876,76.51369568073567
21.54010067768249,1,0.06840122502602686,22.188732386795063,60.72043677728328
45.292237551028364,0,80.78201608312432,3.543773166815456,98.20061729682445
80.44793338112706,1,84.36765436372514,97.3221374942028,78.54391037164189
29.63213962127403,1,40.125799561021346,33.74036832333531,17.991262118167505
51.73993641236886,1,86.2172946461875,37.76943746559305,51.33486516137696
65.05019867181957,1,59.027313497164045,86.07139117115095,62.06724077104988
51.333282493660185,0,98.8107379128752,37.291814294654536,33.866677009679044
32.26195420303426,0,9.571295823065462,61.744615966672086,23.463595347228917
51.942236294847774,0,34.98578158440099,68.08093146387924,71.07064616987893
47.68473984381965,0,84.36149183718659,26.688991807257846,58.50347784880267
41.43914199999691,0,86.34356333748515,23.912399586298328,29.85556582116019
58.276320971799436,0,69.6306037900063,48.766348622884536,89.40300192821864
44.60915735934985,1,84.10178706935832,13.747550272115594,66.89800564848056
41.70430866354636,1,96.24779977573532,5.996191142902651,49.65746136832349
